,Bariloche,Buenos Aires,Catamarca,Córdoba,La Pampa,La Rioja,Mendoza,Neuquén,Rosario,Santa Fe
Bariloche
Buenos Aires,1345
Catamarca,1495,978
Córdoba,1255,647,361
La Pampa,787,579,917,579
La Rioja,1364,985,148,339,836
Mendoza,943,985,570,467,587,429
Neuquén,368,987,1184,909,421,1067,678
Rosario,1311,279,699,374,526,709,763,943
Santa Fe,1418,396,602,331,646,639,777,1052,147
